BraTS-MEN-RT-0011-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0332-1 shapes → img: (259, 259, 175), bet: (259, 259, 175), gtv: (259, 259, 175)
BraTS-MEN-RT-0335-1 shapes → img: (259, 259, 181), bet: (259, 259, 181), gtv: (259, 259, 181)
BraTS-MEN-RT-0336-1 shapes → img: (260, 260, 160), bet: (260, 260, 160), gtv: (260, 260, 160)
BraTS-MEN-RT-0338-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0339-1 shapes → img: (250, 250, 214), bet: (250, 250, 214), gtv: (250, 250, 214)
BraTS-MEN-RT-0340-1 shapes → img: (256, 256, 171), bet: (256, 256, 171), gtv: (256, 256, 171)
BraTS-MEN-RT-0342-1 shapes → img: (240, 240, 172), bet: (240, 240, 172), gtv: (240, 240, 172)
BraTS-MEN-RT-0344-1 shapes → img: (259, 259, 187), bet: (259, 259, 187), gtv: (259, 259, 187)
BraTS-MEN-RT-0347-1 shapes → img: (380, 380, 256), bet: (380, 380, 256), gtv: (380, 380, 256)
BraTS-MEN-RT-0350-1 shapes → img: (250, 250, 167), bet: (250, 250, 167), gtv: (250, 250, 167)
BraTS-MEN-RT-0351-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0354-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0355-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0356-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0358-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0360-1 shapes → img: (250, 250, 207), bet: (250, 250, 207), gtv: (250, 250, 207)
BraTS-MEN-RT-0361-1 shapes → img: (250, 250, 188), bet: (250, 250, 188), gtv: (250, 250, 188)
BraTS-MEN-RT-0363-1 shapes → img: (259, 259, 180), bet: (259, 259, 180), gtv: (259, 259, 180)
BraTS-MEN-RT-0365-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0369-1 shapes → img: (270, 270, 177), bet: (270, 270, 177), gtv: (270, 270, 177)
BraTS-MEN-RT-0370-1 shapes → img: (240, 240, 256), bet: (240, 240, 256), gtv: (240, 240, 256)
BraTS-MEN-RT-0372-1 shapes → img: (259, 259, 180), bet: (259, 259, 180), gtv: (259, 259, 180)
BraTS-MEN-RT-0373-1 shapes → img: (260, 260, 162), bet: (260, 260, 162), gtv: (260, 260, 162)
BraTS-MEN-RT-0374-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0375-1 shapes → img: (260, 260, 156), bet: (260, 260, 156), gtv: (260, 260, 156)
BraTS-MEN-RT-0377-1 shapes → img: (259, 259, 189), bet: (259, 259, 189), gtv: (259, 259, 189)
BraTS-MEN-RT-0378-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0380-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0382-1 shapes → img: (240, 240, 172), bet: (240, 240, 172), gtv: (240, 240, 172)
BraTS-MEN-RT-0383-1 shapes → img: (250, 250, 200), bet: (250, 250, 200), gtv: (250, 250, 200)
BraTS-MEN-RT-0384-1 shapes → img: (254, 254, 243), bet: (254, 254, 243), gtv: (254, 254, 243)
BraTS-MEN-RT-0387-1 shapes → img: (279, 279, 173), bet: (279, 279, 173), gtv: (279, 279, 173)
BraTS-MEN-RT-0388-1 shapes → img: (256, 256, 185), bet: (256, 256, 185), gtv: (256, 256, 185)
BraTS-MEN-RT-0390-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0391-1 shapes → img: (239, 239, 201), bet: (239, 239, 201), gtv: (239, 239, 201)
BraTS-MEN-RT-0392-1 shapes → img: (240, 240, 172), bet: (240, 240, 172), gtv: (240, 240, 172)
BraTS-MEN-RT-0393-1 shapes → img: (260, 260, 160), bet: (260, 260, 160), gtv: (260, 260, 160)
BraTS-MEN-RT-0394-1 shapes → img: (240, 240, 172), bet: (240, 240, 172), gtv: (240, 240, 172)
BraTS-MEN-RT-0395-1 shapes → img: (380, 380, 323), bet: (380, 380, 323), gtv: (380, 380, 323)
BraTS-MEN-RT-0397-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0400-1 shapes → img: (259, 259, 173), bet: (259, 259, 173), gtv: (259, 259, 173)
BraTS-MEN-RT-0401-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0402-1 shapes → img: (240, 239, 159), bet: (240, 239, 159), gtv: (240, 239, 159)
BraTS-MEN-RT-0405-1 shapes → img: (240, 240, 180), bet: (240, 240, 180), gtv: (240, 240, 180)
BraTS-MEN-RT-0406-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0409-1 shapes → img: (240, 240, 172), bet: (240, 240, 172), gtv: (240, 240, 172)
BraTS-MEN-RT-0410-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0411-1 shapes → img: (259, 259, 179), bet: (259, 259, 179), gtv: (259, 259, 179)
BraTS-MEN-RT-0412-1 shapes → img: (259, 259, 192), bet: (259, 259, 192), gtv: (259, 259, 192)
BraTS-MEN-RT-0413-1 shapes → img: (240, 240, 165), bet: (240, 240, 165), gtv: (240, 240, 165)
BraTS-MEN-RT-0414-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0415-1 shapes → img: (270, 270, 184), bet: (270, 270, 184), gtv: (270, 270, 184)
BraTS-MEN-RT-0418-1 shapes → img: (259, 260, 175), bet: (259, 260, 175), gtv: (259, 260, 175)
BraTS-MEN-RT-0419-1 shapes → img: (260, 260, 170), bet: (260, 260, 170), gtv: (260, 260, 170)
BraTS-MEN-RT-0420-1 shapes → img: (259, 259, 192), bet: (259, 259, 192), gtv: (259, 259, 192)
BraTS-MEN-RT-0421-1 shapes → img: (250, 250, 228), bet: (250, 250, 228), gtv: (250, 250, 228)
BraTS-MEN-RT-0422-1 shapes → img: (259, 259, 187), bet: (259, 259, 187), gtv: (259, 259, 187)
BraTS-MEN-RT-0423-1 shapes → img: (270, 270, 188), bet: (270, 270, 188), gtv: (270, 270, 188)
BraTS-MEN-RT-0424-1 shapes → img: (380, 380, 310), bet: (380, 380, 310), gtv: (380, 380, 310)
BraTS-MEN-RT-0425-1 shapes → img: (259, 259, 195), bet: (259, 259, 195), gtv: (259, 259, 195)
BraTS-MEN-RT-0426-1 shapes → img: (380, 380, 304), bet: (380, 380, 304), gtv: (380, 380, 304)
BraTS-MEN-RT-0429-1 shapes → img: (270, 270, 164), bet: (270, 270, 164), gtv: (270, 270, 164)
BraTS-MEN-RT-0430-1 shapes → img: (380, 380, 309), bet: (380, 380, 309), gtv: (380, 380, 309)
BraTS-MEN-RT-0431-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0433-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0434-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0436-1 shapes → img: (259, 259, 179), bet: (259, 259, 179), gtv: (259, 259, 179)
BraTS-MEN-RT-0438-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0439-1 shapes → img: (260, 260, 184), bet: (260, 260, 184), gtv: (260, 260, 184)
BraTS-MEN-RT-0441-1 shapes → img: (260, 260, 184), bet: (260, 260, 184), gtv: (260, 260, 184)
BraTS-MEN-RT-0442-1 shapes → img: (250, 250, 186), bet: (250, 250, 186), gtv: (250, 250, 186)
BraTS-MEN-RT-0443-1 shapes → img: (380, 380, 323), bet: (380, 380, 323), gtv: (380, 380, 323)
BraTS-MEN-RT-0445-1 shapes → img: (259, 260, 260), bet: (259, 260, 260), gtv: (259, 260, 260)
BraTS-MEN-RT-0447-1 shapes → img: (254, 254, 213), bet: (254, 254, 213), gtv: (254, 254, 213)
BraTS-MEN-RT-0448-1 shapes → img: (259, 259, 180), bet: (259, 259, 180), gtv: (259, 259, 180)
BraTS-MEN-RT-0449-1 shapes → img: (259, 259, 173), bet: (259, 259, 173), gtv: (259, 259, 173)
BraTS-MEN-RT-0450-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0451-1 shapes → img: (260, 260, 150), bet: (260, 260, 150), gtv: (260, 260, 150)
BraTS-MEN-RT-0452-1 shapes → img: (220, 220, 153), bet: (220, 220, 153), gtv: (220, 220, 153)
BraTS-MEN-RT-0453-1 shapes → img: (259, 259, 173), bet: (259, 259, 173), gtv: (259, 259, 173)
BraTS-MEN-RT-0454-1 shapes → img: (250, 250, 223), bet: (250, 250, 223), gtv: (250, 250, 223)
BraTS-MEN-RT-0455-1 shapes → img: (259, 259, 173), bet: (259, 259, 173), gtv: (259, 259, 173)
BraTS-MEN-RT-0456-1 shapes → img: (259, 259, 180), bet: (259, 259, 180), gtv: (259, 259, 180)
BraTS-MEN-RT-0457-1 shapes → img: (250, 250, 187), bet: (250, 250, 187), gtv: (250, 250, 187)
BraTS-MEN-RT-0458-1 shapes → img: (240, 240, 172), bet: (240, 240, 172), gtv: (240, 240, 172)
BraTS-MEN-RT-0459-1 shapes → img: (260, 260, 184), bet: (260, 260, 184), gtv: (260, 260, 184)
BraTS-MEN-RT-0460-1 shapes → img: (240, 240, 172), bet: (240, 240, 172), gtv: (240, 240, 172)
BraTS-MEN-RT-0462-1 shapes → img: (260, 260, 164), bet: (260, 260, 164), gtv: (260, 260, 164)
BraTS-MEN-RT-0463-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0465-1 shapes → img: (260, 260, 160), bet: (260, 260, 160), gtv: (260, 260, 160)
BraTS-MEN-RT-0466-1 shapes → img: (270, 270, 171), bet: (270, 270, 171), gtv: (270, 270, 171)
BraTS-MEN-RT-0467-1 shapes → img: (260, 260, 185), bet: (260, 260, 185), gtv: (260, 260, 185)
BraTS-MEN-RT-0468-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0469-1 shapes → img: (169, 279, 250), bet: (169, 279, 250), gtv: (169, 279, 250)
BraTS-MEN-RT-0470-1 shapes → img: (240, 240, 162), bet: (240, 240, 162), gtv: (240, 240, 162)
BraTS-MEN-RT-0471-1 shapes → img: (250, 250, 186), bet: (250, 250, 186), gtv: (250, 250, 186)
BraTS-MEN-RT-0473-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0475-1 shapes → img: (260, 260, 184), bet: (260, 260, 184), gtv: (260, 260, 184)
BraTS-MEN-RT-0478-1 shapes → img: (380, 380, 240), bet: (380, 380, 240), gtv: (380, 380, 240)
BraTS-MEN-RT-0479-1 shapes → img: (160, 249, 249), bet: (160, 249, 249), gtv: (160, 249, 249)
BraTS-MEN-RT-0481-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0482-1 shapes → img: (250, 250, 175), bet: (250, 250, 175), gtv: (250, 250, 175)
BraTS-MEN-RT-0483-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0484-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0485-1 shapes → img: (250, 250, 180), bet: (250, 250, 180), gtv: (250, 250, 180)
BraTS-MEN-RT-0488-1 shapes → img: (279, 279, 164), bet: (279, 279, 164), gtv: (279, 279, 164)
BraTS-MEN-RT-0489-1 shapes → img: (240, 240, 172), bet: (240, 240, 172), gtv: (240, 240, 172)
BraTS-MEN-RT-0490-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0491-1 shapes → img: (256, 256, 185), bet: (256, 256, 185), gtv: (256, 256, 185)
BraTS-MEN-RT-0493-1 shapes → img: (259, 260, 175), bet: (259, 260, 175), gtv: (259, 260, 175)
BraTS-MEN-RT-0497-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0498-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0500-1 shapes → img: (260, 260, 184), bet: (260, 260, 184), gtv: (260, 260, 184)
BraTS-MEN-RT-0503-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0505-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0506-1 shapes → img: (259, 259, 173), bet: (259, 259, 173), gtv: (259, 259, 173)
BraTS-MEN-RT-0507-1 shapes → img: (260, 260, 176), bet: (260, 260, 176), gtv: (260, 260, 176)
BraTS-MEN-RT-0508-1 shapes → img: (250, 250, 196), bet: (250, 250, 196), gtv: (250, 250, 196)
BraTS-MEN-RT-0509-1 shapes → img: (256, 256, 228), bet: (256, 256, 228), gtv: (256, 256, 228)
BraTS-MEN-RT-0510-1 shapes → img: (279, 279, 175), bet: (279, 279, 175), gtv: (279, 279, 175)
BraTS-MEN-RT-0513-1 shapes → img: (380, 380, 325), bet: (380, 380, 325), gtv: (380, 380, 325)
BraTS-MEN-RT-0516-1 shapes → img: (250, 250, 186), bet: (250, 250, 186), gtv: (250, 250, 186)
BraTS-MEN-RT-0517-1 shapes → img: (260, 260, 153), bet: (260, 260, 153), gtv: (260, 260, 153)
BraTS-MEN-RT-0520-1 shapes → img: (380, 380, 201), bet: (380, 380, 201), gtv: (380, 380, 201)
BraTS-MEN-RT-0522-1 shapes → img: (380, 380, 214), bet: (380, 380, 214), gtv: (380, 380, 214)
BraTS-MEN-RT-0524-1 shapes → img: (260, 260, 150), bet: (260, 260, 150), gtv: (260, 260, 150)
BraTS-MEN-RT-0526-1 shapes → img: (260, 260, 162), bet: (260, 260, 162), gtv: (260, 260, 162)
BraTS-MEN-RT-0531-1 shapes → img: (259, 259, 172), bet: (259, 259, 172), gtv: (259, 259, 172)
BraTS-MEN-RT-0533-1 shapes → img: (260, 259, 176), bet: (260, 259, 176), gtv: (260, 259, 176)
BraTS-MEN-RT-0534-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0536-1 shapes → img: (240, 240, 172), bet: (240, 240, 172), gtv: (240, 240, 172)
BraTS-MEN-RT-0537-1 shapes → img: (380, 380, 300), bet: (380, 380, 300), gtv: (380, 380, 300)
BraTS-MEN-RT-0542-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0543-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0544-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0545-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0546-1 shapes → img: (240, 240, 180), bet: (240, 240, 180), gtv: (240, 240, 180)
BraTS-MEN-RT-0547-1 shapes → img: (256, 256, 124), bet: (256, 256, 124), gtv: (256, 256, 124)
BraTS-MEN-RT-0548-1 shapes → img: (260, 260, 180), bet: (260, 260, 180), gtv: (260, 260, 180)
BraTS-MEN-RT-0549-1 shapes → img: (260, 260, 170), bet: (260, 260, 170), gtv: (260, 260, 170)
BraTS-MEN-RT-0550-1 shapes → img: (255, 255, 180), bet: (255, 255, 180), gtv: (255, 255, 180)
BraTS-MEN-RT-0551-1 shapes → img: (240, 240, 172), bet: (240, 240, 172), gtv: (240, 240, 172)
BraTS-MEN-RT-0554-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0555-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0557-1 shapes → img: (259, 259, 173), bet: (259, 259, 173), gtv: (259, 259, 173)
BraTS-MEN-RT-0558-1 shapes → img: (250, 250, 198), bet: (250, 250, 198), gtv: (250, 250, 198)
BraTS-MEN-RT-0559-1 shapes → img: (380, 380, 201), bet: (380, 380, 201), gtv: (380, 380, 201)
BraTS-MEN-RT-0560-1 shapes → img: (240, 240, 158), bet: (240, 240, 158), gtv: (240, 240, 158)
BraTS-MEN-RT-0561-1 shapes → img: (270, 270, 164), bet: (270, 270, 164), gtv: (270, 270, 164)
BraTS-MEN-RT-0562-1 shapes → img: (259, 259, 173), bet: (259, 259, 173), gtv: (259, 259, 173)
BraTS-MEN-RT-0564-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0565-1 shapes → img: (279, 279, 183), bet: (279, 279, 183), gtv: (279, 279, 183)
BraTS-MEN-RT-0566-1 shapes → img: (260, 260, 184), bet: (260, 260, 184), gtv: (260, 260, 184)
BraTS-MEN-RT-0567-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0569-1 shapes → img: (260, 260, 160), bet: (260, 260, 160), gtv: (260, 260, 160)
BraTS-MEN-RT-0570-1 shapes → img: (260, 260, 227), bet: (260, 260, 227), gtv: (260, 260, 227)
BraTS-MEN-RT-0573-1 shapes → img: (259, 259, 198), bet: (259, 259, 198), gtv: (259, 259, 198)
BraTS-MEN-RT-0574-1 shapes → img: (255, 255, 212), bet: (255, 255, 212), gtv: (255, 255, 212)
BraTS-MEN-RT-0578-1 shapes → img: (260, 260, 160), bet: (260, 260, 160), gtv: (260, 260, 160)
BraTS-MEN-RT-0579-1 shapes → img: (279, 279, 185), bet: (279, 279, 185), gtv: (279, 279, 185)
BraTS-MEN-RT-0580-1 shapes → img: (380, 380, 250), bet: (380, 380, 250), gtv: (380, 380, 250)
BraTS-MEN-RT-0582-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0583-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0584-1 shapes → img: (240, 240, 188), bet: (240, 240, 188), gtv: (240, 240, 188)
BraTS-MEN-RT-0585-1 shapes → img: (260, 260, 195), bet: (260, 260, 195), gtv: (260, 260, 195)
BraTS-MEN-RT-0586-1 shapes → img: (380, 380, 294), bet: (380, 380, 294), gtv: (380, 380, 294)
BraTS-MEN-RT-0587-1 shapes → img: (255, 256, 188), bet: (255, 256, 188), gtv: (255, 256, 188)
BraTS-MEN-RT-0588-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0589-1 shapes → img: (260, 260, 176), bet: (260, 260, 176), gtv: (260, 260, 176)
BraTS-MEN-RT-0591-1 shapes → img: (250, 250, 251), bet: (250, 250, 251), gtv: (250, 250, 251)
BraTS-MEN-RT-0593-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0596-1 shapes → img: (256, 256, 124), bet: (256, 256, 124), gtv: (256, 256, 124)
BraTS-MEN-RT-0598-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0599-1 shapes → img: (380, 380, 311), bet: (380, 380, 311), gtv: (380, 380, 311)
BraTS-MEN-RT-0600-1 shapes → img: (260, 260, 160), bet: (260, 260, 160), gtv: (260, 260, 160)
BraTS-MEN-RT-0601-1 shapes → img: (256, 256, 124), bet: (256, 256, 124), gtv: (256, 256, 124)
BraTS-MEN-RT-0603-1 shapes → img: (260, 260, 184), bet: (260, 260, 184), gtv: (260, 260, 184)
BraTS-MEN-RT-0605-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0607-1 shapes → img: (250, 250, 219), bet: (250, 250, 219), gtv: (250, 250, 219)
BraTS-MEN-RT-0608-1 shapes → img: (279, 279, 180), bet: (279, 279, 180), gtv: (279, 279, 180)
BraTS-MEN-RT-0609-1 shapes → img: (250, 250, 245), bet: (250, 250, 245), gtv: (250, 250, 245)
BraTS-MEN-RT-0611-1 shapes → img: (240, 240, 172), bet: (240, 240, 172), gtv: (240, 240, 172)
BraTS-MEN-RT-0612-1 shapes → img: (259, 259, 168), bet: (259, 259, 168), gtv: (259, 259, 168)
BraTS-MEN-RT-0614-1 shapes → img: (260, 260, 184), bet: (260, 260, 184), gtv: (260, 260, 184)
BraTS-MEN-RT-0615-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0616-1 shapes → img: (259, 259, 173), bet: (259, 259, 173), gtv: (259, 259, 173)
BraTS-MEN-RT-0617-1 shapes → img: (240, 240, 176), bet: (240, 240, 176), gtv: (240, 240, 176)
BraTS-MEN-RT-0618-1 shapes → img: (260, 260, 183), bet: (260, 260, 183), gtv: (260, 260, 183)
BraTS-MEN-RT-0619-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0620-1 shapes → img: (260, 260, 164), bet: (260, 260, 164), gtv: (260, 260, 164)
BraTS-MEN-RT-0623-1 shapes → img: (260, 260, 150), bet: (260, 260, 150), gtv: (260, 260, 150)
BraTS-MEN-RT-0625-1 shapes → img: (265, 265, 180), bet: (265, 265, 180), gtv: (265, 265, 180)
BraTS-MEN-RT-0028-1 shapes → img: (260, 260, 176), bet: (260, 260, 176), gtv: (260, 260, 176)
BraTS-MEN-RT-0090-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0100-1 shapes → img: (380, 380, 188), bet: (380, 380, 188), gtv: (380, 380, 188)
BraTS-MEN-RT-0135-1 shapes → img: (260, 260, 192), bet: (260, 260, 192), gtv: (260, 260, 192)
BraTS-MEN-RT-0152-1 shapes → img: (240, 240, 192), bet: (240, 240, 192), gtv: (240, 240, 192)
BraTS-MEN-RT-0170-1 shapes → img: (250, 250, 214), bet: (250, 250, 214), gtv: (250, 250, 214)
BraTS-MEN-RT-0172-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0186-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0187-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0194-1 shapes → img: (259, 259, 180), bet: (259, 259, 180), gtv: (259, 259, 180)
BraTS-MEN-RT-0195-1 shapes → img: (260, 260, 156), bet: (260, 260, 156), gtv: (260, 260, 156)
BraTS-MEN-RT-0231-1 shapes → img: (240, 240, 172), bet: (240, 240, 172), gtv: (240, 240, 172)
BraTS-MEN-RT-0242-1 shapes → img: (260, 260, 164), bet: (260, 260, 164), gtv: (260, 260, 164)
BraTS-MEN-RT-0245-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0254-1 shapes → img: (260, 260, 176), bet: (260, 260, 176), gtv: (260, 260, 176)
BraTS-MEN-RT-0261-1 shapes → img: (240, 240, 184), bet: (240, 240, 184), gtv: (240, 240, 184)
BraTS-MEN-RT-0267-1 shapes → img: (279, 279, 174), bet: (279, 279, 174), gtv: (279, 279, 174)
BraTS-MEN-RT-0291-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0296-1 shapes → img: (380, 380, 319), bet: (380, 380, 319), gtv: (380, 380, 319)
BraTS-MEN-RT-0334-1 shapes → img: (260, 260, 176), bet: (260, 260, 176), gtv: (260, 260, 176)
BraTS-MEN-RT-0337-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
BraTS-MEN-RT-0343-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0348-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0364-1 shapes → img: (220, 220, 156), bet: (220, 220, 156), gtv: (220, 220, 156)
BraTS-MEN-RT-0376-1 shapes → img: (256, 256, 256), bet: (256, 256, 256), gtv: (256, 256, 256)
BraTS-MEN-RT-0396-1 shapes → img: (250, 250, 187), bet: (250, 250, 187), gtv: (250, 250, 187)
BraTS-MEN-RT-0404-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0417-1 shapes → img: (259, 259, 180), bet: (259, 259, 180), gtv: (259, 259, 180)
BraTS-MEN-RT-0428-1 shapes → img: (240, 240, 172), bet: (240, 240, 172), gtv: (240, 240, 172)
BraTS-MEN-RT-0435-1 shapes → img: (259, 259, 186), bet: (259, 259, 186), gtv: (259, 259, 186)
BraTS-MEN-RT-0440-1 shapes → img: (259, 259, 187), bet: (259, 259, 187), gtv: (259, 259, 187)
BraTS-MEN-RT-0444-1 shapes → img: (250, 250, 217), bet: (250, 250, 217), gtv: (250, 250, 217)
BraTS-MEN-RT-0464-1 shapes → img: (260, 260, 168), bet: (260, 260, 168), gtv: (260, 260, 168)
BraTS-MEN-RT-0476-1 shapes → img: (270, 270, 172), bet: (270, 270, 172), gtv: (270, 270, 172)
BraTS-MEN-RT-0486-1 shapes → img: (260, 260, 186), bet: (260, 260, 186), gtv: (260, 260, 186)
BraTS-MEN-RT-0495-1 shapes → img: (230, 230, 176), bet: (230, 230, 176), gtv: (230, 230, 176)
BraTS-MEN-RT-0519-1 shapes → img: (259, 259, 190), bet: (259, 259, 190), gtv: (259, 259, 190)
